id,transaction_date,description,amount,reference_number
txn-02942,2024-12-21,EXTERNAL TRANSFER IN,8193.56,EXT0942
txn-03040,2024-12-25,"JACKSON, WILLIAM DEPOSIT",299.00,REF0040
txn-02333,2024-12-13,"MARTIN, PATRICIA WIRE",1100.00,REF0333
txn-08337,2024-12-21,SARAH ELIZABETH JONES DEPOSIT,1200.00,REF0337
txn-08666,2024-12-23,EMILY DAVIS,2340.00,REF0666
txn-04957,2024-12-14,TAX REFUND DEPOSIT,2952.96,EXT0957
txn-01355,2024-12-13,"ROBERTS, RUTH ACH",892.50,REF0355
txn-06970,2024-12-17,REFUND FROM VENDOR,492.10,EXT0970
txn-01464,2024-12-21,KAREN A,534.00,REF0464
txn-00480,2024-12-22,EDWARD PEREZ,1678.00,REF0480
txn-09635,2024-12-11,DANIEL T,2890.00,REF0635
txn-09307,2024-12-11,DEP MARIA TERESA CAMPBELL,2567.75,REF0307
txn-01501,2024-12-23,ONLINE A NELSON,567.00,REF0501
txn-07467,2024-12-18,ANDERSON ROBE,725.00,REF0467
txn-03123,2024-12-19,KING BETTY PAYMENT,198.50,REF0123
txn-05123,2024-12-19,KING BETTY PAYMENT,198.50,REF0123
txn-05175,2024-12-17,WALKER NANCY PAYMENT,287.00,REF0175
txn-03213,2024-12-15,PATRICIA SUE MARTIN CHECK,1100.00,REF0213
txn-07920,2024-12-17,VENDOR REBATE,1298.07,EXT0920
txn-01743,2024-12-11,PAYMENT RECEIVED,345.00,
txn-09384,2024-12-16,"GARCIA, JENNIFER ONLINE",4500.00,REF0384
txn-05397,2024-12-24,EDWARD JAMES PEREZ PAYMENT,1678.00,REF0397
txn-08886,2024-12-16,CASH DEPOSIT,1875.50,REF0886
txn-05234,2024-12-17,"ALLEN, KAREN ONLINE",534.00,REF0234
txn-02795,2024-12-23,ACH TRANSFER,4560.00,REF0795
txn-03308,2024-12-24,"SMITH, JOHN ACH PMT",450.00,REF0308
txn-08141,2024-12-25,"WHITE, ELIZABETH WIRE",5600.00,REF0141
txn-09133,2024-12-21,"WRIGHT, DONALD DEP",2345.00,REF0133
txn-09765,2024-12-16,CHECK PAYMENT,234.25,REF0765
txn-00002,2024-12-10,ACH STEVEN PAUL YOUNG,6750.00,REF0002
txn-04536,2024-12-17,PAT MARTIN WIRE,1100.00,REF0536
txn-04636,2024-12-15,LEE B ONLINE PMT,345.50,REF0636
txn-00653,2024-12-24,WRIGHT DONA,2345.00,REF0653
txn-01918,2024-12-20,EXTERNAL TRANSFER IN,1005.99,EXT0918
txn-09695,2024-12-24,GARCIA JENN,4500.00,REF0695
txn-05665,2024-12-14,ALLEN KARE,534.00,REF0665
txn-01695,2024-12-24,GARCIA JENN,4500.00,REF0695
txn-07974,2024-12-15,VENDOR REBATE,1496.56,EXT0974
txn-06093,2024-12-11,"JACKSON, WILLIAM ACH",299.00,REF0093
txn-06493,2024-12-10,E PEREZ ONLINE PMT,1678.00,REF0493
txn-06416,2024-12-20,MICHELLE T,1875.50,REF0416
txn-03789,2024-12-19,CHECK DEPOSIT,892.50,REF0789
txn-01199,2024-12-19,KING BETTY ACH PMT,198.50,REF0199
txn-02378,2024-12-25,THOMAS MICHELLE ONLINE PMT,1875.50,REF0378
txn-07510,2024-12-15,GREEN R ONLINE,1234.00,REF0510
txn-03810,2024-12-24,COUNTER DEPOSIT,1234.00,REF0810
txn-02600,2024-12-10,DAVIS E ACH PMT,2340.00,REF0600
txn-09364,2024-12-13,JAMES PATRICK HARRIS ONLINE PMT,432.75,REF0364
txn-00506,2024-12-19,CHRISTOPHER BROWN,567.25,REF0506
txn-06075,2024-12-11,ADAMS SANDRA ACH,456.75,REF0075
txn-05559,2024-12-17,JOH SMITH CHECK DEP,450.00,REF0559
txn-00735,2024-12-20,PAYMENT RECEIVED,725.00,REF0735
txn-03356,2024-12-22,ROBINSON THOMAS ONLINE PMT,4125.00,REF0356
txn-01058,2024-12-13,"TURNER, BRIAN CHECK",4560.00,REF0058
txn-00973,2024-12-18,REFUND FROM VENDOR,238.15,EXT0973
txn-03979,2024-12-14,VENDOR REBATE,1510.99,EXT0979
txn-01178,2024-12-12,"MOORE, LINDA ONLINE PMT",675.00,REF0178
txn-05706,2024-12-11,UNKNOWN DEPOSIT,2345.00,REF0706
txn-03938,2024-12-11,PROMOTIONAL CREDIT,242.32,EXT0938
txn-07151,2024-12-24,ACH DOROTHY MAE SCOTT,789.25,REF0151
txn-08519,2024-12-16,K PHILLIPS ACH,345.00,REF0519
txn-09655,2024-12-25,KEVIN PHILLIPS,345.00,REF0655
txn-02937,2024-12-10,LOYALTY BONUS,53.14,EXT0937
txn-05421,2024-12-11,MIC WILLIAMS WIRE,875.50,REF0421
txn-00335,2024-12-19,AMANDA LYNN WILSON CHECK DEP,3200.00,REF0335
txn-00714,2024-12-20,WIRE TRANSFER,2567.75,
txn-03838,2024-12-14,PAYMENT RECEIVED,2340.00,
txn-05289,2024-12-10,JOHNSON SARAH ONLINE PMT,1200.00,REF0289
txn-04665,2024-12-14,ALLEN KARE,534.00,REF0665
txn-01763,2024-12-22,CASH DEPOSIT,892.50,REF0763
txn-04323,2024-12-12,"ROBINSON, THOMAS ACH",4125.00,REF0323
txn-07747,2024-12-23,ACH DEPOSIT,287.00,
txn-00848,2024-12-12,DEPOSIT,3200.00,
txn-09452,2024-12-22,CHECK A WILSON,3200.00,REF0452
txn-01320,2024-12-25,"JOHNSON, SARAH WIRE",1200.00,REF0320
txn-00355,2024-12-13,"ROBERTS, RUTH ACH",892.50,REF0355
txn-00501,2024-12-23,ONLINE A NELSON,567.00,REF0501
txn-05129,2024-12-20,JACKSON WILLIAM DEP,299.00,REF0129
txn-00845,2024-12-10,ACH DEPOSIT,534.00,
txn-05704,2024-12-25,DEPOSIT,875.50,REF0704
txn-03482,2024-12-14,CAMPBELL M DEP,2567.75,REF0482
txn-01234,2024-12-17,"ALLEN, KAREN ONLINE",534.00,REF0234
txn-06982,2024-12-14,INVESTMENT INCOME,860.94,EXT0982
txn-05008,2024-12-17,MARTIN PATRICIA ONLINE,1100.00,REF0008
txn-05390,2024-12-12,"ROBERTS, RUTH ONLINE",892.50,REF0390
txn-02637,2024-12-24,A NELSON DEPOSIT,567.00,REF0637
txn-05586,2024-12-19,ASH NELSON PAYMENT,567.00,REF0586
txn-03005,2024-12-18,DEP MARIA TERESA CAMPBELL,2567.75,REF0005
txn-09798,2024-12-20,CHECK RECEIVED,456.75,REF0798
txn-01091,2024-12-14,ACH BRIAN LEE TURNER,4560.00,REF0091
txn-08011,2024-12-21,"MITCHELL, MARGARET WIRE",234.25,REF0011
txn-07227,2024-12-21,"ANDERSON, ROBERT ONLINE",725.00,REF0227
txn-08796,2024-12-19,WIRE RECEIVED,450.00,
txn-03175,2024-12-17,WALKER NANCY PAYMENT,287.00,REF0175
txn-00454,2024-12-20,WILSON AMAN,3200.00,REF0454
txn-02966,2024-12-24,LOYALTY BONUS,52.31,EXT0966
txn-02221,2024-12-22,BETTY JO KING PAYMENT,198.50,REF0221
txn-05381,2024-12-11,JAMES PATRICK HARRIS ONLINE PMT,432.75,REF0381
txn-00129,2024-12-20,JACKSON WILLIAM DEP,299.00,REF0129
txn-02139,2024-12-18,"LEE, BARBARA DEPOSIT",345.50,REF0139
txn-07309,2024-12-10,BARBARA JEAN LEE ONLINE,345.50,REF0309
txn-07059,2024-12-21,"NELSON, ASHLEY DEP",567.00,REF0059
txn-07393,2024-12-15,STEVEN PAUL YOUNG ONLINE,6750.00,REF0393
txn-01405,2024-12-16,KEN BAKER CHECK,3456.00,REF0405
txn-02403,2024-12-17,WILSON AMAN,3200.00,REF0403
txn-05625,2024-12-11,A WILSON CHECK,3200.00,REF0625
txn-07606,2024-12-12,DON WRIGHT PAYMENT,2345.00,REF0606
txn-01793,2024-12-18,CHECK DEPOSIT,432.75,
txn-07674,2024-12-15,CHRISTOPHER B,567.25,REF0674
txn-05059,2024-12-21,"NELSON, ASHLEY DEP",567.00,REF0059
txn-09628,2024-12-11,C BROWN CHECK,567.25,REF0628
txn-03338,2024-12-14,"TURNER, BRIAN PAYMENT",4560.00,REF0338
txn-00484,2024-12-24,D MARTINEZ CHECK,189.99,REF0484
txn-03254,2024-12-19,DONALD RAY WRIGHT CHECK,2345.00,REF0254
txn-07430,2024-12-15,CHECK DEP M THOMAS,1875.50,REF0430
txn-08146,2024-12-25,DEPOSIT GEORGE WILLIAM CARTER,9870.50,REF0146
txn-07477,2024-12-13,NELSON ASHL,567.00,REF0477
txn-07871,2024-12-23,ACH DEPOSIT,675.00,REF0871
txn-08989,2024-12-25,INSURANCE REFUND,2454.55,EXT0989
txn-08825,2024-12-19,WIRE TRANSFER,6750.00,REF0825
txn-08295,2024-12-23,SMITH JOHN ACH PMT,450.00,REF0295
txn-06993,2024-12-18,LOAN DISBURSEMENT,21420.98,EXT0993
txn-09629,2024-12-14,RON GREEN WIRE,1234.00,REF0629
txn-09108,2024-12-16,DAVID ALLEN MARTINEZ DEPOSIT,189.99,REF0108
txn-09023,2024-12-22,SARAH MARIE JOHNSON CHECK DEP,1200.00,REF0023
txn-00899,2024-12-19,CHECK DEPOSIT,1200.00,REF0899
txn-00087,2024-12-24,PAYMENT BARBARA JEAN LEE,345.50,REF0087
txn-08963,2024-12-13,EXTERNAL TRANSFER IN,7462.53,EXT0963
txn-05358,2024-12-20,GEORGE WILLIAM CARTER DEP,9870.50,REF0358
txn-07625,2024-12-11,A WILSON CHECK,3200.00,REF0625
txn-09346,2024-12-16,THOMPSON DANIEL ACH PMT,2890.00,REF0346
txn-06267,2024-12-21,"CARTER, GEORGE ACH PMT",9870.50,REF0267
txn-03028,2024-12-23,WIRE ROBERT LEE ANDERSON,725.00,REF0028
txn-06433,2024-12-25,MOORE LIND,675.00,REF0433
txn-08540,2024-12-10,ACH PMT J SMITH,450.00,REF0540
txn-01002,2024-12-10,ACH STEVEN PAUL YOUNG,6750.00,REF0002
txn-04603,2024-12-25,PAYMENT E WHITE,5600.00,REF0603
txn-04450,2024-12-17,GREEN R ONLINE PMT,1234.00,REF0450
txn-02071,2024-12-25,CLARK JOSEPH PAYMENT,1567.00,REF0071
txn-02141,2024-12-25,"WHITE, ELIZABETH WIRE",5600.00,REF0141
txn-09569,2024-12-16,MARIA C,2567.75,REF0569
txn-02594,2024-12-23,KAR ALLEN ONLINE PMT,534.00,REF0594
txn-02382,2024-12-18,SARAH ELIZABETH JONES ONLINE PMT,1200.00,REF0382
txn-04019,2024-12-19,WRIGHT DONALD CHECK,2345.00,REF0019
txn-08420,2024-12-22,LIN MOORE CHECK,675.00,REF0420
txn-06541,2024-12-11,JACKSON W ACH PMT,299.00,REF0541
txn-03111,2024-12-20,THOMAS MICHELLE CHECK DEP,1875.50,REF0111
txn-01553,2024-12-17,ASH NELSON DEPOSIT,567.00,REF0553
txn-03811,2024-12-14,ACH DEPOSIT,789.25,REF0811
txn-04024,2024-12-20,PAYMENT EMILY ROSE DAVIS,2340.00,REF0024
txn-06392,2024-12-11,PAYMENT RICHARD DEAN TAYLOR,8900.00,REF0392
txn-00392,2024-12-11,PAYMENT RICHARD DEAN TAYLOR,8900.00,REF0392
txn-06285,2024-12-17,WIRE DOROTHY MAE SCOTT,789.25,REF0285
txn-02388,2024-12-18,CLARK JOSEPH ACH PMT,1567.00,REF0388
txn-05136,2024-12-12,DONALD RAY WRIGHT DEPOSIT,2345.00,REF0136
txn-05435,2024-12-14,RON GREEN PAYMENT,1234.00,REF0435
txn-05884,2024-12-16,ACH DEPOSIT,875.50,
txn-03434,2024-12-16,NANCY W,287.00,REF0434
txn-05914,2024-12-14,BANK ADJUSTMENT,17.87,EXT0914
txn-00132,2024-12-12,"PHILLIPS, KEVIN ACH PMT",345.00,REF0132
txn-06896,2024-12-12,UNKNOWN DEPOSIT,2567.75,REF0896
txn-06045,2024-12-19,MARTIN PATRICIA DEPOSIT,1100.00,REF0045
txn-06163,2024-12-20,"PHILLIPS, KEVIN ONLINE PMT",345.00,REF0163
txn-07242,2024-12-20,CHECK JOSEPH MARK CLARK,1567.00,REF0242
txn-00451,2024-12-15,JOHNSON SARA,1200.00,REF0451
txn-04498,2024-12-13,JACKSON W ACH PMT,299.00,REF0498
txn-02830,2024-12-15,CHECK DEPOSIT,4500.00,
txn-03115,2024-12-21,"WILSON, AMANDA CHECK",3200.00,REF0115
txn-07553,2024-12-17,ASH NELSON DEPOSIT,567.00,REF0553
txn-03875,2024-12-13,CHECK DEPOSIT,567.00,REF0875
txn-03468,2024-12-19,ONLINE J CLARK,1567.00,REF0468
txn-07982,2024-12-14,INVESTMENT INCOME,860.94,EXT0982
txn-07554,2024-12-10,B LEE DEPOSIT,345.50,REF0554
txn-05063,2024-12-10,JOSEPH MARK CLARK DEPOSIT,1567.00,REF0063
txn-02486,2024-12-14,JOH SMITH ONLINE PMT,450.00,REF0486
txn-09963,2024-12-13,EXTERNAL TRANSFER IN,7462.53,EXT0963
txn-04030,2024-12-21,HARRIS JAMES ACH,432.75,REF0030
txn-03032,2024-12-12,SANDRA LEE ADAMS CHECK,456.75,REF0032
txn-08901,2024-12-19,TAX REFUND DEPOSIT,554.38,EXT0901
txn-06426,2024-12-11,RUTH R,892.50,REF0426
txn-07303,2024-12-20,"ADAMS, SANDRA ACH PMT",456.75,REF0303
txn-06408,2024-12-24,GEORGE C,9870.50,REF0408
txn-05179,2024-12-17,PAYMENT SUSAN KAY LEWIS,923.25,REF0179
txn-09483,2024-12-17,ACH J HARRIS,432.75,REF0483
txn-03675,2024-12-20,WHITE ELIZ,5600.00,REF0675
txn-09651,2024-12-22,DEP J SMITH,450.00,REF0651
txn-03146,2024-12-25,DEPOSIT GEORGE WILLIAM CARTER,9870.50,REF0146
txn-05331,2024-12-20,GEORGE WILLIAM CARTER ONLINE,9870.50,REF0331
txn-02174,2024-12-23,ONLINE PMT ROBERT LEE ANDERSON,725.00,REF0174
txn-05343,2024-12-11,CHECK DEP JAMES PATRICK HARRIS,432.75,REF0343
txn-04968,2024-12-18,INVESTMENT INCOME,940.63,EXT0968
txn-01970,2024-12-17,REFUND FROM VENDOR,492.10,EXT0970
txn-08056,2024-12-17,"WRIGHT, DONALD ACH PMT",2345.00,REF0056
txn-03510,2024-12-15,GREEN R ONLINE,1234.00,REF0510
txn-05906,2024-12-17,SETTLEMENT PAYMENT,5709.05,EXT0906
txn-06948,2024-12-16,BANK ADJUSTMENT,186.33,EXT0948
txn-08456,2024-12-10,DAVIS E CHECK DEP,2340.00,REF0456
txn-07826,2024-12-10,CHECK PAYMENT,234.25,
txn-06799,2024-12-22,CHECK RECEIVED,2567.75,
txn-02848,2024-12-12,DEPOSIT,3200.00,
txn-05066,2024-12-18,JENNIFER ANN GARCIA DEPOSIT,4500.00,REF0066
txn-01212,2024-12-24,LEWIS SUSAN DEP,923.25,REF0212
txn-02790,2024-12-24,PAYMENT,4560.00,REF0790
txn-01294,2024-12-23,"LEE, BARBARA ONLINE",345.50,REF0294
txn-07035,2024-12-22,"PHILLIPS, KEVIN CHECK",345.00,REF0035
txn-05688,2024-12-23,ROBINSON THOM,4125.00,REF0688
txn-01427,2024-12-24,JAM HARRIS CHECK DEP,432.75,REF0427
txn-08957,2024-12-14,TAX REFUND DEPOSIT,2952.96,EXT0957
txn-07940,2024-12-19,ROYALTY PAYMENT,1723.26,EXT0940
txn-02202,2024-12-20,"BAKER, KENNETH ACH",3456.00,REF0202
txn-09787,2024-12-19,CUSTOMER PAYMENT,432.75,REF0787
txn-07998,2024-12-15,EXTERNAL TRANSFER IN,1587.86,EXT0998
txn-03879,2024-12-19,WIRE RECEIVED,1100.00,REF0879
txn-06260,2024-12-25,DEP DONALD RAY WRIGHT,2345.00,REF0260
txn-06728,2024-12-11,CASH DEPOSIT,4125.00,REF0728
txn-07474,2024-12-10,HALL C DEP,1890.75,REF0474
txn-01808,2024-12-14,CASH DEPOSIT,875.50,REF0808
txn-00332,2024-12-20,CAMPBELL MARIA CHECK,2567.75,REF0332
txn-06256,2024-12-14,"ADAMS, SANDRA ACH PMT",456.75,REF0256
txn-05780,2024-12-18,ACH TRANSFER,675.00,REF0780
txn-07038,2024-12-24,CLARK JOSEPH ONLINE,1567.00,REF0038
txn-04626,2024-12-22,GARCIA J WIRE,4500.00,REF0626
txn-07366,2024-12-11,"HALL, CHARLES DEPOSIT",1890.75,REF0366
txn-09292,2024-12-25,AMANDA LYNN WILSON ONLINE,3200.00,REF0292
txn-02179,2024-12-17,PAYMENT SUSAN KAY LEWIS,923.25,REF0179
txn-07031,2024-12-15,"WALKER, NANCY CHECK DEP",287.00,REF0031
txn-09885,2024-12-23,PAYMENT RECEIVED,2345.00,
txn-02377,2024-12-12,CAMPBELL MARIA ACH PMT,2567.75,REF0377
txn-05498,2024-12-13,JACKSON W ACH PMT,299.00,REF0498
txn-02570,2024-12-11,WIRE J SMITH,450.00,REF0570
txn-01840,2024-12-12,WIRE RECEIVED,1890.75,
txn-04156,2024-12-20,ONLINE KEVIN MICHAEL PHILLIPS,345.00,REF0156
txn-04995,2024-12-19,BANK ADJUSTMENT,50.52,EXT0995
txn-02405,2024-12-16,KEN BAKER CHECK,3456.00,REF0405
txn-04944,2024-12-15,BANK ADJUSTMENT,143.32,EXT0944
txn-02842,2024-12-14,CASH DEPOSIT,789.25,REF0842
txn-09145,2024-12-16,"TURNER, BRIAN DEPOSIT",4560.00,REF0145
txn-00481,2024-12-10,JEN GARCIA ONLINE,4500.00,REF0481
txn-06103,2024-12-22,DAVIS EMILY ACH PMT,2340.00,REF0103
txn-09709,2024-12-22,PAYMENT,1875.50,REF0709
txn-06716,2024-12-19,CUSTOMER PAYMENT,432.75,REF0716
txn-08580,2024-12-17,J SMITH PAYMENT,450.00,REF0580
txn-06545,2024-12-17,ROBERTS RUTH,892.50,REF0545
txn-09298,2024-12-12,CARTER GEORGE ONLINE PMT,9870.50,REF0298
txn-05151,2024-12-24,ACH DOROTHY MAE SCOTT,789.25,REF0151
txn-01658,2024-12-25,MICHAEL W,875.50,REF0658
txn-03117,2024-12-18,"JONES, SARAH DEPOSIT",1200.00,REF0117
txn-05089,2024-12-24,DEP GEORGE WILLIAM CARTER,9870.50,REF0089
txn-04655,2024-12-25,KEVIN PHILLIPS,345.00,REF0655
txn-08694,2024-12-23,WILLIAMS M CHECK DEP,875.50,REF0694
txn-07190,2024-12-25,PAYMENT JOSEPH MARK CLARK,1567.00,REF0190
txn-02983,2024-12-18,REFUND FROM VENDOR,334.01,EXT0983
txn-05838,2024-12-14,PAYMENT RECEIVED,2340.00,
txn-04118,2024-12-10,"GREEN, RONALD CHECK",1234.00,REF0118
txn-06773,2024-12-15,ONLINE DEPOSIT,534.00,REF0773
txn-06322,2024-12-21,SMITH JOHN ONLINE PMT,450.00,REF0322
txn-01527,2024-12-22,J HARRIS ACH PMT,432.75,REF0527
txn-01271,2024-12-25,ACH SARAH ELIZABETH JONES,1200.00,REF0271
txn-06499,2024-12-23,ADAMS SAND,456.75,REF0499
txn-08181,2024-12-22,WIRE AMANDA LYNN WILSON,3200.00,REF0181
txn-00007,2024-12-14,BARBARA JEAN LEE DEP,345.50,REF0007
txn-08734,2024-12-19,CHECK RECEIVED,2567.75,
txn-03551,2024-12-16,P MARTIN ACH,1100.00,REF0551
txn-00136,2024-12-12,DONALD RAY WRIGHT DEPOSIT,2345.00,REF0136
txn-09566,2024-12-21,SARAH J,1200.00,REF0566
txn-07387,2024-12-14,PAYMENT PATRICIA SUE MARTIN,1100.00,REF0387
txn-02272,2024-12-10,CHECK JAMES PATRICK HARRIS,432.75,REF0272
txn-02462,2024-12-21,BRI TURNER ACH PMT,4560.00,REF0462
txn-08498,2024-12-13,JACKSON W ACH PMT,299.00,REF0498
txn-00361,2024-12-22,EMILY ROSE DAVIS ONLINE PMT,2340.00,REF0361
txn-07362,2024-12-17,SANDRA LEE ADAMS ACH PMT,456.75,REF0362
txn-02853,2024-12-17,MISC PAYMENT,1567.00,REF0853
txn-02555,2024-12-22,BARBARA LEE,345.50,REF0555
txn-06491,2024-12-22,RUT ROBERTS PAYMENT,892.50,REF0491
txn-05266,2024-12-17,PAYMENT DOROTHY MAE SCOTT,789.25,REF0266
txn-06513,2024-12-12,SMITH JOHN,450.00,REF0513
txn-09299,2024-12-18,"ROBINSON, THOMAS ONLINE PMT",4125.00,REF0299
txn-08672,2024-12-21,J CLARK ONLINE,1567.00,REF0672
txn-03930,2024-12-11,LOYALTY BONUS,44.37,EXT0930
txn-01895,2024-12-14,CUSTOMER PAYMENT,1678.00,REF0895
txn-09369,2024-12-21,CHECK DEP KAREN SUE ALLEN,534.00,REF0369
txn-03579,2024-12-20,GARCIA JENN,4500.00,REF0579
txn-05995,2024-12-19,BANK ADJUSTMENT,50.52,EXT0995
txn-08457,2024-12-14,JACKSON WILL,299.00,REF0457
txn-00410,2024-12-16,PAYMENT K ALLEN,534.00,REF0410
txn-06382,2024-12-18,SARAH ELIZABETH JONES ONLINE PMT,1200.00,REF0382
txn-06231,2024-12-14,BETTY JO KING DEPOSIT,198.50,REF0231
txn-04435,2024-12-14,RON GREEN PAYMENT,1234.00,REF0435
txn-03484,2024-12-24,D MARTINEZ CHECK,189.99,REF0484
txn-09883,2024-12-24,CHECK RECEIVED,1200.00,REF0883
txn-04674,2024-12-15,CHRISTOPHER B,567.25,REF0674
txn-06834,2024-12-16,UNKNOWN DEPOSIT,345.50,
txn-08275,2024-12-20,CLARK JOSEPH CHECK DEP,1567.00,REF0275
txn-08178,2024-12-12,"MOORE, LINDA ONLINE PMT",675.00,REF0178
txn-04063,2024-12-10,JOSEPH MARK CLARK DEPOSIT,1567.00,REF0063
txn-00907,2024-12-10,EXTERNAL TRANSFER IN,9191.02,EXT0907
txn-08590,2024-12-18,MICHAEL W,875.50,REF0590
txn-04099,2024-12-18,"WILLIAMS, MICHAEL PAYMENT",875.50,REF0099
txn-04764,2024-12-16,WIRE TRANSFER,892.50,REF0764
txn-09774,2024-12-16,COUNTER DEPOSIT,1100.00,REF0774
txn-06874,2024-12-16,WIRE RECEIVED,234.25,REF0874
txn-06178,2024-12-12,"MOORE, LINDA ONLINE PMT",675.00,REF0178
txn-04877,2024-12-16,CUSTOMER PAYMENT,1875.50,REF0877
txn-03688,2024-12-23,ROBINSON THOM,4125.00,REF0688
txn-06505,2024-12-10,MAR MITCHELL CHECK,234.25,REF0505
txn-01126,2024-12-13,DEPOSIT BARBARA JEAN LEE,345.50,REF0126
txn-02492,2024-12-14,CHECK DEP P MARTIN,1100.00,REF0492
txn-04988,2024-12-10,VENDOR REBATE,1447.97,EXT0988
txn-01142,2024-12-15,DEP JOHN DAVID SMITH,450.00,REF0142
txn-02412,2024-12-13,S JONES WIRE,1200.00,REF0412
txn-00628,2024-12-11,C BROWN CHECK,567.25,REF0628
txn-09618,2024-12-24,HARRIS J DEP,432.75,REF0618
txn-01446,2024-12-17,K BAKER WIRE,3456.00,REF0446
txn-06730,2024-12-25,CHECK DEPOSIT,2340.00,REF0730
txn-06111,2024-12-20,THOMAS MICHELLE CHECK DEP,1875.50,REF0111
txn-00302,2024-12-13,JACKSON WILLIAM ACH,299.00,REF0302
txn-04083,2024-12-16,CHECK DEP STEVEN PAUL YOUNG,6750.00,REF0083
txn-00256,2024-12-14,"ADAMS, SANDRA ACH PMT",456.75,REF0256
txn-01295,2024-12-23,SMITH JOHN ACH PMT,450.00,REF0295
txn-04923,2024-12-10,EXTERNAL TRANSFER IN,4499.23,EXT0923
txn-03515,2024-12-11,RUTH ROBERTS,892.50,REF0515
txn-06702,2024-12-24,CASH DEPOSIT,567.00,
txn-05739,2024-12-16,ONLINE DEPOSIT,4560.00,REF0739
txn-03988,2024-12-10,VENDOR REBATE,1447.97,EXT0988
txn-04366,2024-12-11,"HALL, CHARLES DEPOSIT",1890.75,REF0366
txn-05245,2024-12-17,BARBARA JEAN LEE ACH PMT,345.50,REF0245
txn-03680,2024-12-17,D SCOTT ONLINE,789.25,REF0680
txn-08806,2024-12-14,CHECK RECEIVED,567.00,REF0806
txn-05834,2024-12-16,UNKNOWN DEPOSIT,345.50,
txn-04903,2024-12-17,INSURANCE REFUND,1974.34,EXT0903
txn-04858,2024-12-14,WIRE RECEIVED,2890.00,REF0858
txn-07074,2024-12-21,"WILLIAMS, MICHAEL WIRE",875.50,REF0074
txn-09428,2024-12-20,ROBINSON T PAYMENT,4125.00,REF0428
txn-06913,2024-12-12,DIVIDEND PAYMENT,877.41,EXT0913
txn-01103,2024-12-22,DAVIS EMILY ACH PMT,2340.00,REF0103
txn-09863,2024-12-13,CHECK RECEIVED,432.75,
txn-03987,2024-12-23,VENDOR REBATE,1009.82,EXT0987
txn-00077,2024-12-14,PATRICIA SUE MARTIN WIRE,1100.00,REF0077
txn-07183,2024-12-22,ACH DAVID ALLEN MARTINEZ,189.99,REF0183
txn-02271,2024-12-25,ACH SARAH ELIZABETH JONES,1200.00,REF0271
txn-07695,2024-12-24,GARCIA JENN,4500.00,REF0695
txn-00064,2024-12-10,MICHELLE KATE THOMAS PAYMENT,1875.50,REF0064
txn-05507,2024-12-21,BRIAN T,4560.00,REF0507
txn-08891,2024-12-21,CHECK DEPOSIT,1875.50,REF0891
txn-09358,2024-12-20,GEORGE WILLIAM CARTER DEP,9870.50,REF0358
txn-02138,2024-12-12,SCOTT DOROTHY ACH PMT,789.25,REF0138
txn-01746,2024-12-18,CASH DEPOSIT,432.75,REF0746
txn-01681,2024-12-11,STE YOUNG WIRE,6750.00,REF0681
txn-02901,2024-12-19,TAX REFUND DEPOSIT,554.38,EXT0901
txn-04810,2024-12-24,COUNTER DEPOSIT,1234.00,REF0810
txn-01901,2024-12-19,TAX REFUND DEPOSIT,554.38,EXT0901
txn-04589,2024-12-20,ONLINE R ANDERSON,725.00,REF0589
txn-01758,2024-12-13,DEPOSIT,287.00,REF0758
txn-07123,2024-12-19,KING BETTY PAYMENT,198.50,REF0123
txn-05847,2024-12-16,WIRE RECEIVED,456.75,
txn-09129,2024-12-20,JACKSON WILLIAM DEP,299.00,REF0129
txn-08764,2024-12-16,WIRE TRANSFER,892.50,REF0764
txn-04404,2024-12-24,PEREZ E DEP,1678.00,REF0404
txn-05976,2024-12-21,INSURANCE REFUND,561.61,EXT0976
txn-09505,2024-12-10,MAR MITCHELL CHECK,234.25,REF0505
txn-01813,2024-12-13,ACH TRANSFER,892.50,
txn-03461,2024-12-25,CHARLES HALL,1890.75,REF0461
txn-03331,2024-12-20,GEORGE WILLIAM CARTER ONLINE,9870.50,REF0331
txn-09826,2024-12-10,CHECK PAYMENT,234.25,
txn-01516,2024-12-14,ACH D SCOTT,789.25,REF0516
txn-04277,2024-12-15,KENNETH RAY BAKER DEP,3456.00,REF0277
txn-03504,2024-12-22,JENNIFER G,4500.00,REF0504
txn-03137,2024-12-24,RONALD GENE GREEN ONLINE,1234.00,REF0137
txn-04328,2024-12-24,NELSON ASHLEY DEPOSIT,567.00,REF0328
txn-01694,2024-12-23,WILLIAMS M CHECK DEP,875.50,REF0694
txn-05188,2024-12-24,ACH PMT JOSEPH MARK CLARK,1567.00,REF0188
txn-03222,2024-12-24,"WHITE, ELIZABETH CHECK",5600.00,REF0222
txn-08042,2024-12-13,DEP JENNIFER ANN GARCIA,4500.00,REF0042
txn-00164,2024-12-21,PATRICIA SUE MARTIN WIRE,1100.00,REF0164
txn-02660,2024-12-19,WHITE ELIZ,5600.00,REF0660
txn-01965,2024-12-16,ROYALTY PAYMENT,1279.00,EXT0965
txn-00604,2024-12-10,DAVIS EMIL,2340.00,REF0604
txn-02978,2024-12-24,REFUND FROM VENDOR,61.66,EXT0978
txn-01608,2024-12-21,ACH D WRIGHT,2345.00,REF0608
